Sticker,Revenue,Cost of Revenue,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Preferred Dividends,EPS,Weighted Average Shs Out,Dividend per Share,Cash and cash equivalents,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,priceEarningsRatio,dividendYield,pretaxProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Enterprise Value,PE ratio,Price to Sales Ratio,Earnings Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,3Y Revenue Growth (per Share),3Y Operating CF Growth (per Share),3Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2019 PRICE VAR
SDPI,18245212,7077344,0,7107432,10867663,773680,3640,0,0,24550979,0,4264767,0,2273189,1003623,7675186,8226009,3686111,0,11964007,19639193,721361,4578759,5931980,6296994,10875753,0,0,0,6296994,12228974,0,-32055410,7410219,0,6610986,133607,631860,3760231,518956,4630459,-745204,0,0,-745204,-2009941,14274,0,-1995667,0,1889588,3885255,0,0,0.016453906,-0.00319947,-0.0059,-0.0079,0.0134,16.5833,0.929020454,1.294,1.102154087,0.718944939,-51.7599,45.4757,14.431,0.5538,1.4677,0.45939273,0.59475936,0.9293,0.1882,0.1579,0.1733,0,0.253790364,0.7414,-0.0024,0.1882,0.1579,0.1733,0.301,0.648,0.3011,0.4419,35335631.43,0,1.5744,0,1.4677,0.5538,1.4759,1.294,0.9293,-79.3226,0,0,0.3896,0,0.1877,0.1609,0.0408,-0.1982,0.0284,0.0134,-0.0059,1743206,15953082,-4553788,16632088,2470115.5,871415,1100218,45.4757,14.431,-51.7599,7.3864,16.5833,-0.0079,-0.0303,0.159,1.1204,0.3371,0.9915,1,0,0.9626,-0.0056,0.004,0.7356,0,-0.3139,0,-0.1477,-0.1614,-0.0783,0.0524,-0.1509,0,0.2395,Energy,-35.93749913
SGC,346350000,224653000,0,96710000,97095000,3207000,4420000,0,1.14,15272807,0.39,5362000,0,65761000,67301000,197212000,28769000,100273000,0,137874000,335086000,24685000,6000000,46393000,111522000,117522000,0,0,0,137772000,184165000,-7985000,103032000,150921000,0,112160000,58788000,15708000,7906000,2264000,19864000,-4869000,-85597000,0,-90466000,78586000,-2179000,-5836000,68138000,-304000,-2768000,14995000,15.4825,0.022404994,0.071032193,0.049011116,0.0945,0.1125,0.0531,5.2366,1.033615251,4.251,1.533054556,0.115577781,-109.3458,69.302,26.0142,0.3507,0.7787,0.424937987,0.437791263,7.6713,1.3298,1.004,0.359,0.342,0.057352389,23.1862,1.1364,1.3298,1.004,0.359,10.103,15.719,10.1033,7.8674,381725043.6,15.4825,0.7783,0.0646,0.7787,0.3507,3.4502,4.251,7.6713,1.1702,0.0221,0.342,0.2792,0,0.2992,0.2451,0.0141,-0.6159,0.0065,0.0531,0.0945,150819000,234813000,13047000,300580000,59089000,22218500,66140000,69.302,26.0142,-109.3458,5.8615,5.2366,0.1125,-0.326,0.263,-0.0384,-0.0384,0.13,0.0962,0.0685,-0.126,-0.2972,0.149,0.2267,0.0617,0.1447,0.0738,0.2546,0.0357,0.5305,0.1731,2.0186,0,0.37,Consumer Cyclical,-23.33825991
SPRT,69549000,57604000,2780000,9231000,22011000,0,-1000,0,-0.48,18913333,0,25182000,24467000,12292000,0,62940000,703000,250000,0,1660000,64600000,368000,0,15904000,0,0,1135000,0,0,800000,16704000,-2507000,-213096000,47896000,24467000,-49649000,999000,15536000,638000,680000,796000,-208000,0,6555000,6347000,0,257000,0,257000,-268000,7400000,588000,0,0,-0.144732491,-0.130843003,-0.1906,-0.19,0,0,1.076609907,3.957,3.894680584,1.583375252,0,64.5096,1.9313,0,0,0,0,0,0.0423,0.031,1.3376,0,0.011445168,3.6943,-0.4834,0.0423,0.031,1.3376,2.544,3.418,2.5441,0,-3122200.82,0,0.669,-0.1951,0,0,5.8666,3.957,0,-0.0875,0,0,0.1327,0.04,0.0039,0.2613,0.003,-0.326,0.0098,0,-0.1906,47036000,64350000,46236000,23264000,12121500,436000,0,64.5096,1.9313,0,5.7377,0,-0.19,-0.011,-0.0619,-8.8709,-5.4319,-4.9633,-5,0,1.1894,1.1378,-0.0459,0,0,-0.1345,0,0.0285,0,0.0038,-0.1598,0,-0.0834,-0.1699,Technology,-14.97210197
TROV,378325,597457,8164011,8005583,16834280,25409,0,2793773,-8.26,3831831,0,11453133,0,167755,0,12765265,1304433,0,0,1407231,14172496,664840,0,2965318,0,0,0,0,0,1122986,4088304,0,-192191215,10084192,0,-11453133,1144377,2300478,859487,2174627,-13199013,22842,0,0,22842,-1375414,12894575,0,16403540,0,3227369,-13176171,0,0,-45.07609066,-43.51067997,-1.4824,-1.6324,0,0,0.02669431,4.305,3.918934833,3.862362485,0,161.8465,641.4236,0,0,0,0,-646.8483,-5.6644,-5.6546,4.9151,0,-34.88802749,0.1624,-7.0643,-5.6644,-5.6546,4.9151,4.328,6.082,4.3276,0,732089.58,0,32.2083,-2.5975,0,0,0.7353,4.305,-646.8483,0.6855,0,0,21.1606,21.5794,0,0.0017,-0.0604,0.0266,5.748,0,-1.4824,9799947,14172496,8676961,-245955,122425,745042,0,161.8465,641.4236,0,3.0903,0,-1.6324,0.0098,0.8322,0.3115,0.3337,0.2277,0.8404,0,0.4331,0.4364,-0.4262,0,0,-0.6814,0,1.176,0,0.1536,-0.6796,-1,0.0357,-0.4375,Healthcare,-64.36781601
TTNP,6618000,538000,7478000,6866000,14344000,887000,0,285000,-1.64,12996034,0,9656000,0,1737000,1262000,13301000,794000,0,0,794000,14095000,1526000,527000,3452000,3787000,4314000,313000,0,0,3812000,7264000,0,-332579000,6831000,0,-5342000,646000,1399000,380000,1557000,-8431000,-416000,0,0,-416000,-2350000,12919000,0,10620000,0,1773000,-8847000,0,0,-1.248715624,-1.363402841,-0.8478,-1.3209,-3.4115,10.4881,0.469528201,3.853,3.300405562,2.797219003,-856.1896,95.8001,84.1629,0.3061,0.6315,0.356658504,0.387079408,-9.1725,-1.4822,-3.739,1.6976,0,-1.273949834,1.1635,-1.5863,-1.4822,-3.739,1.6976,1.201,2.478,1.2009,0.7584,11812764.88,0,2.5921,-1.2424,0.6315,0.3061,0.6888,3.853,-9.1725,0.9058,0,0,1.0375,1.1299,0,0,0.0629,-1.0947,0.2353,-3.4115,-0.8478,9849000,14095000,6037000,5301000,901000,1173500,631000,95.8001,84.1629,-856.1896,7.3452,10.4881,-1.3209,-0.0731,27.2791,0.4163,0.4301,0.3494,0.5951,0,0.3349,0.3116,0.3252,0,0,-0.1688,0,25.7231,0,0.5828,3.9424,-0.3448,-0.2249,0.3545,Healthcare,-86.23188418
WSTL,58577000,33410000,7375000,14892000,26621000,0,-597000,0,0,15601856,0,24963000,2779000,8872000,9222000,46652000,1601000,11435000,0,13807000,60459000,1903000,0,7036000,0,0,2636000,0,0,1128000,8164000,0,-329645000,52295000,2779000,-27742000,816000,5133000,4957000,1271000,6945000,-408000,0,-2779000,-3185000,0,-574000,0,-574000,-1000,3185000,6537000,0,0,-0.024822029,0.000529218,0.0008,0.0006,-0.0354,5.3906,0.968871467,6.63,5.203808982,3.547896532,-100.7492,55.2824,11.8578,0,0,0,0,0,0.4482,-0.496,1.6108,0,0.118561893,3.7799,0.002,0.4482,-0.496,1.6108,3.375,3.163,3.3745,0,22495976.32,0,0.8576,0,0,0,-6.3179,6.63,0,224.0323,0,0,0.2542,0.1259,0.1891,0.0587,0.007,-0.0823,0.0217,-0.0354,0.0008,39616000,49024000,38488000,17025000,10473500,3033000,10866500,55.2824,11.8578,-100.7492,5.5929,5.3906,0.0006,-0.0263,0.0597,0.9644,0.9094,1.0019,1,0,1.9906,1.8593,-0.1233,0,0,-0.1477,0,-0.2653,-0.2629,-0.0775,-0.0074,0,-0.4037,-0.1878,Technology,-52.38095328
VRTS,552235000,0,0,330942000,439136000,84233000,32961000,8337000,9.37,7146602,1.9,254656000,80000000,70047000,0,326802000,20154000,629178000,53000000,167923000,2870535000,27926000,0,129027000,1929000000,1949444000,0,0,0,22704000,2169187000,-731000,-310865000,629909000,1829126000,1674344000,-77901000,101101000,33426000,23100000,-62555000,-11717000,-127108000,17597000,-121228000,265318000,-26682000,-14038000,204157000,0,20374000,-74272000,8.4771,0.024898758,0.204802303,0.136769672,0.3418,0.1199,0.2597,0,0.192380514,2.641,3.136576065,1.973664427,0,46.2976,18.4577,0.6791,3.0948,0.753836889,0.753836889,2.288,-8.7197,-10.3529,35.4971,0.203,-0.113276051,76.9773,10.5282,-8.7197,-10.3529,35.4971,87.804,312.428,87.8044,271.7374,2262442597,8.4771,1.0279,0.118,3.0948,0.6791,7.4037,2.641,2.288,-0.931,0.0239,0.203,0.5993,0,0.2192,0,0.0212,-0.3505,0.0418,0.2597,0.3418,102415000,2241357000,-1842385000,3936145000,67847500,28766500,0,46.2976,18.4577,0,8.1394,0,0.1199,-1.6333,0.2975,0.5448,0.9488,1.3431,1.291,0.0556,0.6579,0.5972,0.2103,0,0.3818,0.1487,0.0182,0.067,0,0.108,0.0462,0.1429,0,0.2565,Financial Services,53.56514419
MBII,21220000,10907000,10662000,19155000,29817000,2508000,0,0,-0.2,110690532,0,19781000,0,2720000,8224000,30136000,14512000,0,0,16431000,46567000,1692000,2318000,11319000,19119000,21437000,2837000,0,0,22312000,33631000,0,-283474000,12936000,0,1656000,-589000,7309000,1890000,1850000,-19425000,-580000,0,0,-580000,2544000,34526000,0,36953000,0,16948000,-20005000,0,0,-0.919132893,-0.952544769,-0.6065,-1.5625,-0.6854,2.3511,0.455687504,2.662,1.987896457,1.747592544,-275.2141,46.7861,29.1037,0.4603,1.6572,0.596443613,0.623658104,-7.0594,-0.1919,-0.748,0.1954,0,-0.915409991,0.2096,-0.1996,-0.1919,-0.748,0.1954,0.128,0.46,0.1278,0.2117,164371082,0,7.668,-0.1361,1.6572,0.4603,-0.1047,2.662,-7.0594,0.961,0,0,0.9027,0.5025,0,0,0.0273,-0.3069,0.0872,-0.6854,-0.6065,18817000,46567000,-3495000,36904000,3252500,2746000,9025500,46.7861,29.1037,-275.2141,6.5242,2.3511,-1.5625,-0.0057,0.35,0.2367,0.1518,0.3464,0.8113,0,0.0775,0.0853,-0.1941,0,0,0,0,-0.2814,-0.1631,0.2615,1.0739,-0.6637,-0.0146,-0.0333,Basic Materials,-32.21476617
YORW,48437000,10815000,0,8095000,15105000,5509000,2491000,0,1.04,12931777,0.673,2000,0,7238000,876000,9011000,299871000,0,255000,336129000,345140000,3030000,1030000,10841000,93328000,94358000,0,37112000,0,208104000,218945000,0,44890000,126195000,255000,94356000,895000,6781000,7010000,80000,18372000,-16882000,0,0,-16774000,2963000,2024000,-8583000,-1598000,0,0,1490000,30.8269,0.020803078,0.464871895,0.276152528,0.0449,0.106,0.042,54.3625,0.140340152,0.831,0.667835071,0.000184485,-29.5645,54.5424,22.8328,0.2734,0.7477,0.425139963,0.427824605,3.8802,1.4207,0.115,0.0002,0.647,0.379296819,3.7456,1.0344,1.4207,0.115,0.0002,9.759,26.689,9.7585,7.2966,508948770.6,30.8269,8.5594,0.0324,0.7477,0.2734,3.324,0.831,3.8802,1.3735,0.021,0.647,0.1671,0,0,0.9189,0.3485,-2.4083,0.0017,0.042,0.0449,-1830000,345140000,-209934000,428655000,7122000,3083000,891000,54.5424,22.8328,-29.5645,6.801,54.3625,0.106,-1.3055,-0.0245,-0.0651,-0.0496,0.031,0.0297,0.0402,-0.0865,1.3002,0.0058,-0.0426,0.0195,0.046,0.0373,0.0331,-0.0331,0.0395,0.0511,0.0353,0,-0.001,Utilities,48.48012964
TGEN,35883684,22291822,1297612,13441969,19130171,120015,32748,0,-0.23,24819646,0,272552,0,19079116,6294862,26368572,11273115,11869055,0,23535821,49904393,7153330,2009435,13198320,0,2009435,4883241,0,0,8668299,21866619,0,-28670095,27782658,0,1736883,722042,4035555,789123,181188,-3857332,1175520,440289,-107901,1281061,1102826,72925,0,1175751,0,-1400520,-2681812,0,0,-0.154340591,-0.159084335,-0.2335,-0.2055,-0.0906,6.2812,0.719048602,1.998,1.466222065,0.020650507,-103.0703,194.0681,72.7619,0.0403,0.0723,0,0.067448601,-46.2923,-0.1554,-0.051,0.011,0,-0.107495429,1.446,-0.23,-0.1554,-0.051,0.011,1.12,1.533,1.1195,0.081,91832197.98,0,2.5108,-0.0634,0.0723,0.0403,-0.3644,1.998,-46.2923,0.6757,0,0,0.3746,0.0362,0.2378,0.3047,-0.0328,1.4897,0.005,-0.0906,-0.2335,13170252,38035338,4501953,26573901,16582207,6150440,5712833.5,194.0681,72.7619,-103.0703,2.164,6.2812,-0.2055,0.0474,0.0492,-28.4335,-25.5981,-121.3418,0,0,-5.524,-1.2896,0.0437,0,0,0.1371,0,0.3545,0.2269,-0.0151,-0.2195,1.364,0.385,0.1399,Basic Materials,-42.70270653
SENEA,1162894000,1081891000,0,70185000,66172000,12818000,-1315000,0,-0.87,9738890,0,15102000,0,66210000,546959000,741139000,258543000,0,0,287706000,1028845000,56752000,7468000,138635000,442064000,449532000,8362000,0,0,479147000,617782000,-25067000,403780000,411063000,0,434430000,112868000,74415000,31547000,0,-13187000,-32665000,-14420000,0,-45010000,66160000,-4558000,0,61307000,0,3110000,-45852000,0,0,0.012753527,-0.007292152,-0.0098,-0.0206,0.0105,1.9779,1.130290763,5.346,0.586518556,0.10893353,-184.5288,20.7815,17.8129,0.4369,1.0936,0.518169042,0.522350234,0.2358,-1.3541,-0.801,1.5507,0,-0.011339813,119.4072,-0.8707,-1.3541,-0.801,1.5507,42.208,105.643,42.2084,46.1584,698353919,0,0.227,-0.0321,1.0936,0.4369,12.5667,5.346,0.2358,1.5551,0,0,0.0604,0,0,0,0.0281,-1.0354,0,0.0105,-0.0098,602504000,1028845000,123357000,1324640000,69145000,64788000,587947000,20.7815,17.8129,-184.5288,16.8182,1.9779,-0.0206,-3.3541,-0.2768,-0.9144,-0.5731,-1.5335,-1.5404,0,-1.5421,-4.8672,-0.0012,0,0,0.088,0,-0.0814,-0.1303,0.0517,-0.0313,0.209,0,-0.0385,Consumer Defensive,42.47293787
EML,234275463,175550418,6950969,33914735,39932444,1202272,3084392,0,2.32,6257588,0.44,13925765,0,30285316,52773209,101190025,29853377,48808159,0,80057542,181247567,18497626,2325000,30148100,26350000,28675000,0,1516012,0,54230828,84378928,-22628515,109671362,96868639,0,14749235,4205735,9325474,5329208,493767,12876062,-5410545,-4994685,0,-10405230,-6550000,-1063375,-2756478,-10369853,-450691,-8349712,7465517,10.4224,0.018364337,0.080215831,0.061918294,0.1438,0.1497,0.0842,4.6835,1.292571629,3.356,1.46646326,0.461911862,-109.7247,47.1844,28.8192,0.1582,0.296,0.213847517,0.228406634,15.6309,2.0577,1.193,2.2254,0.19,0.054961206,37.4386,2.3181,2.0577,1.193,2.2254,15.48,21.165,15.4802,4.5824,166057712.8,10.4224,0.6459,0.0959,0.296,0.1582,0.6114,3.356,15.6309,0.8876,0.0182,0.19,0.1448,0.0297,0.2693,0.4202,0.0231,-1.0153,0.0021,0.0842,0.1438,71041925,132439408,16811097,117040543,28702613,16605020,50020983,47.1844,28.8192,-109.7247,8.1622,4.6835,0.1497,-0.8646,0.1779,0.5117,0.5117,1.8752,1.8642,0,0.1517,-0.1177,0.1739,0.1206,0.3623,0.0679,-0.0075,0.1167,0.1165,0.0271,0.115,-0.1859,0.2362,0.0548,Industrials,21.13364777
PFMT,155668000,0,0,154477000,157465000,4699000,1542000,0,-0.15,52990664,0,7275000,0,20879000,0,31753000,22255000,82732000,0,106006000,137759000,3338000,2224000,14087000,41105000,43329000,1078000,22000,0,46446000,60533000,0,-149000,77226000,0,36054000,3599000,8525000,10234000,2750000,-12149000,-7645000,2285000,0,-5360000,1773000,187000,0,1297000,-32000,-16244000,-19794000,0,0,-0.011543798,-0.051455662,-0.2006,-0.1037,-0.0095,0,1.130002395,2.254,1.998580251,0.516433591,0,48.9557,7.8267,0.3145,0.5611,0.347373047,0.359412716,-0.3765,-0.2333,-0.085,0.1397,0,-0.078044299,2.9899,-0.1538,-0.2333,-0.085,0.1397,1.483,1.057,1.4833,0.8322,155282994,0,0.7659,-0.0667,0.5611,0.3145,4.2592,2.254,-0.3765,1.5167,0,0,0.9923,0,0.6006,0,0.0491,-0.747,0.0177,-0.0095,-0.2006,17666000,55027000,-28780000,76994000,16686500,8828000,0,48.9557,7.8267,0,9.329,0,-0.1037,-0.1468,0.1789,0.7502,0.7464,0.3707,0.4,0,-5.0851,-3.6194,-0.025,0,0,-0.0791,0,0.6711,0,-0.1622,-0.0644,0.0676,0,0.119,Industrials,-46.3157898
CRVL,558350000,451097000,0,59350000,59350000,0,12208000,0,1.9,18879945,0,91267000,0,64940000,0,163317000,69356000,40229000,0,110687000,274004000,13453000,0,97989000,0,0,0,4839000,0,4839000,102828000,0,458457000,171176000,0,-91267000,7110000,84536000,21775000,3164000,62152000,-27689000,0,0,-27689000,0,-7303000,0,-7303000,0,27160000,34463000,25.4737,0,0.085793857,0.063929435,0.265,0.2085,0.3533,0,2.037743975,1.667,1.594127912,0.931400463,0,42.452,8.7944,0,0,0,0,0,3.3016,1.082,4.8482,0,0.111313692,29.66,1.8961,3.3016,1.082,4.8482,9.093,12.418,9.093,0,822522338,25.4737,1.6366,0.0393,0,0,-1.3098,1.667,0,1.7412,0,0,0.1063,0,0.1468,0.4455,0.0496,-1.2716,0.0057,0.3533,0.265,65328000,233775000,60489000,44519000,63890500,15018000,0,42.452,8.7944,0,8.7392,0,0.2085,-1.4709,0.0235,0.0074,0.0074,0.2109,0.25,0,0.194,0.6402,0.0756,0.1548,0.1109,0.1368,0,0.0334,0,0.1641,0.2735,0,0,0.0368,Financial Services,40.2247218
ALBO,12740000,0,31732000,18061000,50630000,4838000,20000,0,-3.94,11969928,0,163885000,0,0,0,167650000,187000,17260000,0,17816000,185466000,4352000,0,12825000,0,0,0,0,0,50004000,62829000,4293000,-96470000,122637000,0,-163885000,3765000,8473000,45000,5546000,-26802000,-47000,0,0,-47000,0,94150000,0,139182000,-1679000,110654000,-26849000,0,0,-2.974097331,-3.619387755,-0.2975,-0.376,-2.7046,0,0.068691836,13.072,12.7785575,12.7785575,0,0,124.6845,0,0,0,0,-8.5269,-2.2902,-2.294,14.0039,0,-2.103767661,1.0886,-3.9402,-2.2902,-2.294,14.0039,10.479,14.373,10.4793,0,129737333.8,0,23.0473,-0.1606,0,0,3.977,13.072,-8.5269,0.5812,0,0,1.4177,2.4907,0.0931,0,0.0037,-1.0444,0.4353,-2.7046,-0.2975,154825000,168206000,104821000,-8504000,363000,2851000,0,0,124.6845,0,35.0964,0,-0.376,-0.004,12739,-0.7017,-0.5417,-0.8887,-0.2628,0,0.0277,-0.1545,0,0,0,-0.0543,0,-1,0,1.5329,0.2557,0,1.4426,0.1846,Healthcare,5.346046251
URGN,1128000,1803000,36934000,39571000,76505000,-1648000,125000,0,-4.8,13751390,0,101318000,0,0,0,102243000,948000,0,0,1316000,103559000,8540000,0,13465000,0,0,0,0,0,0,13465000,0,-122871000,90094000,0,-101318000,925000,4925000,417000,30642000,-37334000,-560000,0,35901000,35287000,0,66421000,0,66421000,0,64374000,-37894000,0,0,-68.42198582,-67.07180851,-0.8432,-0.8398,0,7.1392,0.010892342,7.593,7.524545117,7.524545117,0,0,2763.3865,0,0,0,0,46.8325,-2.3698,-2.4053,6.4312,0,-33.09751773,0.0716,-4.8023,-2.3698,-2.4053,6.4312,5.719,6.573,5.7187,0,490816853.4,0,524.9422,-0.1115,0,0,1.3199,7.593,46.8325,0.4935,0,0,35.0807,32.7429,0,0,0.4965,-1.3429,27.1649,0,-0.8432,88778000,103559000,88778000,-11224000,0,6487500,158000,0,2763.3865,0,0,7.1392,-0.8398,-0.0355,-1.0893,-2.8687,-2.8687,-2.7829,-1.243,0,-2.902,-2.8514,0,0,0,-0.0685,0,0,-1,0.3707,-0.1889,0,0.9754,3.4911,Healthcare,-25.02808315
BH,809894000,661439000,0,132909000,152227000,19884000,-2637000,0,55.71,2275504,0,48557000,33860000,15743000,7537000,114933000,274716000,68166000,557480000,914560000,1029493000,117265000,5720000,122985000,240001000,245721000,0,86871000,0,336053000,459038000,-2516000,564160000,570455000,591340000,163304000,9236000,0,19318000,0,20678000,-12703000,-39040000,28956000,-25290000,-7579000,49000,0,-7530000,-78000,-12220000,7975000,2.0388,0,-0.0046574,0.023943874,0.0727,0.034,-0.0028,109.4082,0.78669209,0.935,0.798146115,0.394820507,-4.1591,7.095,52.8486,0.2387,0.4307,0.29613082,0.301063741,1.8426,9.0872,3.5047,21.339,0,0.025531736,355.9185,8.5221,9.0872,3.5047,21.339,250.694,422.468,250.6939,107.9853,421755744.3,2.0388,0.3191,0.4905,0.4307,0.2387,2.9184,0.935,1.8426,1.0663,0,0,0.1641,0,0.0662,0.6143,0.0157,-0.6576,0,-0.0028,0.0727,-8052000,961327000,-344105000,1035506000,16013500,123004500,7402500,7.095,52.8486,-4.1591,50.5757,109.4082,0.034,-5.5825,-0.0267,4.0662,-15.1273,-0.6127,-0.5904,0,-0.1979,-0.5747,-0.1369,-0.3542,0,-0.0475,0,-0.0332,0.037,-0.0321,-0.0928,-0.0683,0,0.0161,Consumer Cyclical,-2.096350235
JYNT,31789249,4310249,0,26679926,27273886,0,-37728,0,0.02,13734193,0,8854952,0,955699,0,11303988,3658007,4859205,128723,12123725,23427713,1253274,1100000,10273127,0,1100000,16138959,0,0,12426985,22700112,0,-37384651,727501,128723,-7754952,1493337,7919853,1556240,628430,5452268,-1111117,-100000,245713,-1243654,0,326298,0,326298,0,4534912,4341151,416,0,0.006452307,0.007961276,0.054,0.3479,0.0237,0,1.356907906,1.1,0.954981964,0.861952938,0,10.9732,14.3899,0.047,1.512,0,0.601914855,0,0.3989,0.3176,0.6478,0,0.171512954,2.3256,0.0185,0.3989,0.3176,0.6478,0.053,1.358,0.0532,0.0805,106513533.8,416,3.5946,0.0024,1.512,0.047,-4.3774,1.1,0,21.5434,0,0,0.8393,0,0.2074,0.2038,0.035,-0.714,0.0198,0.0237,0.054,1030861,18568508,-11396124,540429,1133003.5,1160971.5,0,10.9732,14.3899,0,28.0575,0,0.3479,-0.0813,0.2666,1.0634,1.0616,1.0737,1.0769,0,74.5491,9.2952,0.1906,0,0,-0.7044,0,-0.2706,0,0.2708,-0.3908,0,0,0.0842,Healthcare,93.75749745
GRBK,623647000,493317000,0,56830000,56830000,0,17136000,0,1.02,50719884,0,41755000,0,4842000,668961000,715558000,4690000,1536000,20269000,93000,784026000,26091000,0,87270000,208917000,200386000,0,0,31978000,0,289863000,0,177526000,468351000,20269000,167162000,0,61179000,2943000,1774000,-39476000,-3211000,-27616000,0,-30827000,83904000,-981000,0,71769000,0,1466000,-42687000,7.098,0,0.117855133,0.082775993,2.7067,0.1102,0.1462,1.0706,0.795441733,3.382,0.533940644,0.47845766,-494.9571,2.8339,15.2702,0.2556,0.4279,0.308470207,0.308470207,0,-0.7794,-0.8428,0.8244,0,-0.063298629,12.3124,1.0192,-0.7794,-0.8428,0.8244,9.246,15.448,9.2464,3.9561,525842960.2,7.098,0.5888,0.1409,0.4279,0.2556,2.3313,3.382,0,-0.7647,0,0,0.0911,0,0.002,0,0.0051,-1.0911,0.0028,0.1462,2.7067,10960000,782490000,425695000,941121000,3223500,24222500,582507500,2.8339,15.2702,-494.9571,193.4689,1.0706,0.1102,-0.0634,0.316,0.2733,0.2246,2.4484,2.4,0,-1.1927,-1.3516,0.1922,0,0.3864,0.0101,0,2.0168,0.3486,0.2832,0.1014,0.732,0,0.4566,Real Estate,54.09395753
MXC,2705235,1070447,0,955147,1867026,89537,0,0,-0.16,2037266,0,492610,0,832240,0,1372433,8879243,0,0,9028521,10400954,0,0,446815,700000,700000,0,0,0,1552553,1999368,0,429853,8401586,0,207390,47583,446815,880419,20753,441024,2069489,0,0,2178135,-2200000,0,0,-2200000,0,419159,2510513,0,0,-0.085847625,-0.118839583,-0.0328,-0.0383,-0.0153,0,0.260094891,3.072,2.965097412,1.102492083,0,112.2888,0,0.0673,0.0833,0.076909673,0.076909673,-2.5906,0.2165,1.294,0.2418,0,0.163026133,1.3279,-0.1578,0.2165,1.294,0.2418,4.124,5.105,4.124,0.3436,6616628.836,0,2.3692,-0.0509,0.0833,0.0673,0.3198,3.072,-2.5906,-1.3718,0,0,0.3531,0,0,0,-0.765,2.3506,0.0077,-0.0153,-0.0328,925618,10400954,-626935,10161529,613699,0,0,112.2888,0,0,4.4081,0,-0.0383,1.0158,-0.0074,0.5724,0.572,0.5371,0.5294,0,1.1232,-0.0478,-0.0723,-0.2789,0,-0.1398,0,1.1061,0,-0.1815,-0.0346,-0.7586,0,-0.0218,Energy,40.71429015
